id,tier,short_title,journal_or_series,year,doi_or_url,authors_short,access_status,pipeline_mapping
ssme_rs25_adaptation_2015,T2,"'SSME to RS-25: Challenges of Adapting a Heritage Engine to a New Vehicle Architecture' — AIAA conference paper | NTRS id 20150016499, PDF verified live from this machine; public domain US-government work",AIAA,2015,https://ntrs.nasa.gov/api/citations/20150016499/downloads/20150016499.pdf,(NASA MSFC / Rocketdyne),full_text_hosted (NTRS API + PDF verified live; public domain),"Context anchor for the RS-25 row: documents why SLS reuses heritage SSME hardware (maturity, ~3000 ground tests, >1M s hot-fire time), staged-combustion cycle rationale ('fuel-rich staged combustion ... high performance'), and the ECU/controller adaptation path — supports treating 452 s vac as a stable, flight-validated number across both Shuttle and SLS service. SCOPE: integration narrative (no Isp table); pairs with jue_2003 which carries the numbers."
thapa_2023,T1,"Thapa, 'Evolution in Propellant of the Rocket Engine' — Journal of Materials Physics and Chemistry 11(1):8-21, DOI 10.12691/jmpc-11-1-2 | pubs.sciepub.com served the PDF directly (verified live from this machine)",JMPC,2023,https://doi.org/10.12691/jmpc-11-1-2,Thapa,full_text_hosted (pubs.sciepub.com direct PDF route verified live; journal is CC-BY),"Cross-check table for propellants.csv vacuum Isp rows: Shuttle main engines LOX/LH2 = 453 s vs our hydrolox row 452 s (near-exact, +1 s); Saturn V Stage-1 LOX/RP-1 = 304 s (F-1 class — family anchor for the kerolox row's lower bound; our 340 s is a modern engine value already anchored by kim_2013 RD-191 337 s); Shuttle OMS NTO/MMH = 313 s (OMS-class hypergolic vs our MMH/NTO row 336 s — family anchor, not the same engine); Shuttle solid motors APCP = 268 s (SRB class vs our Solid row 285-286 s Star 48B kick-motor value). Scope note: each table entry is a specific flown engine, so it anchors its propellant FAMILY and lower bound rather than replacing the per-engine datasheet values in our rows."
thiokol_sts33r_1990,T2,"Thiokol Corporation, 'Flight Motor Set 360L007 (STS-33R) Final Report' — TWR-17546-1, June 1990 | NTRS citation 19900016751 served the PDF directly (verified live from this machine)",NASA NTRS / Thiokol contractor report,1990,https://ntrs.nasa.gov/citations/19900016751,Thiokol (Solid Rocket Motors division),"full_text_hosted (NTRS direct PDF route verified live; US-government contractor report, public domain)","MEASURED flight Isp anchor for the Solid (APCP) row of propellants.csv: reconstructed vacuum specific impulse 268.2 s (LH motor) / 267.6 s (RH motor) at 71 deg F, within 0.3% of the predicted 268.5 — flight-verified APCP performance for the Shuttle RSRM class. This is exactly the 'Shuttle solid motors APCP = 268 s' entry in thapa_2023's table (independent cross-check). Our row's own value (Star 48B / Orion 38 kick-motor class, 285-286 s) is a different motor family — the SRB-class number anchors the lower bound of the APCP family; delivered burn rate also recorded: 0.368/0.369 ips at 71 deg F / 625 psia."
yim_2014,T2,"Yim, Sibé & Lerardo (NASA), 'Plume Impingement Analysis for the European Service Module Propulsion System' — AIAA JPC 50th Joint Propulsion Conference, paper 2014-3883 | NTRS citation 20140017052 served the PDF directly (verified live from this machine)",NASA NTRS / AIAA JPC proceedings,2014,https://ntrs.nasa.gov/citations/20140017052,"Yim, Sibé, Lerardo (NASA)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Configuration anchor for the MMH/NTO row of propellants.csv: peer-reviewed documentation that Orion's ESM propulsion — our row's flagship deep-space application — is a common pressure-regulated MMH/NTO feed system with three engine classes: Shuttle-heritage 26.7 kN (6000 lbf) OMS-E at 55:1 area ratio, eight Aerojet R-4D 490 N auxiliary engines (HTV heritage), and twenty-four 220 N RCS thrusters; also records the design change from the original Orion Main Engine concept (33.4 kN / 150:1 AR). Scope note: NO Isp table in this paper — it anchors engine configuration/heritage, not our row's 336 s value (which stays datasheet-sourced; thapa_2023's OMS entry of 313 s remains the family cross-check). A companion ESM development-status report (NTRS 20170009574) was read live this round and found to carry duplicate configuration content only — not registered separately."
jpl_1968,T2,"JPL Technical Report 32-7227, 'Status of Technology — The Monopropellant Hydrazine' (1968) | NTRS citation 19680006875 served the PDF directly (verified live from this machine)",JPL Technical Report / NASA NTRS,1968,https://ntrs.nasa.gov/citations/19680006875,JPL (NASA) — technology status survey,"full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Anchor for the Hydrazine (monoprop) row of propellants.csv: peer-reviewed measured Isp = 235 lbf-s/lbm (~97% of theoretical) from a catalytic-bed reactor at ammonia dissociation 50-55%, area ratio 44:1; plus Fig. 3 'Theoretical vacuum specific impulse of monopropellant hydrazine' vs ammonia-dissociated % — the curve our row's ~220 s value sits on (lower dissociation / smaller reactor end). Also states 95-98% of theoretical is commonly achieved across operating conditions, and documents pulse-mode Isp degradation with duty cycle. Scope note: this anchors the CATALYTIC-BED class (our row's 'Cat-bed decomposition'); electrothermal hydrazine resistojet reports read live this round (NTRS 19720011120/19730017100, steady-state Isp ~200-230 s) are a different technology class and were NOT registered."
hitt_2001,T1,"Hitt, Zakrzwski & Thomas (NASA), 'MEMS-based satellite micropropulsion via catalyzed hydrogen peroxide decomposition' — Smart Materials and Structures 10(6) | NTRS citation 20010102648 served the PDF directly (verified live from this machine)",Smart Materials and Structures / NASA NTRS,2001,https://ntrs.nasa.gov/citations/20010102648,"Hitt, Zakrzwski, Thomas (NASA)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Anchor for the HTP (98% peroxide monoprop) row of propellants.csv: peer-reviewed isentropic analysis gives a THEORETICAL MAXIMUM vacuum Isp ~185 s for 98% H2O2 decomposition products at adiabatic flame temperature, with empirical older-study values reduced to ~140 s at 80% operating efficiency (Bureau of Aeronautics 1955) — our row's ~165 s sits squarely inside that band. Scope note: this is a MEMS-scale design study; the Isp physics (decomposition products, gamma, flame temperature) is scale-independent and applies to macro catalytic HTP thrusters too."
morren_curran_1991,T2,"Morren & Curran (NASA Lewis), 'Preliminary Performance and Life Evaluations of a 2-kW Arcjet' — NASA TM-105149 / AIAA-91-2228 | NTRS citation 19910020938 served the PDF directly (verified live from this machine)",NASA Technical Memorandum / AIAA JPC,1991,https://ntrs.nasa.gov/citations/19910020938,"Morren, Curran (NASA Lewis)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Anchor for the Hydrazine arcjet row of propellants.csv ('Aerojet MR-510, 600 s vac on 2 kW'): this IS the NASA program that expanded low-power arcjets beyond state-of-the-art (~530 s mission-average at 1.6 kW hydrazine) toward 600 s and 2-5 kW — measured stable operation for a total of 300 h (three continuous 100-h sessions) at exactly 550 s / 2.0 kW on H2:N2 simulating hydrazine decomposition products, with no measurable performance degradation; the report's stated goal is precisely our row's 600 s @ 2 kW spec."
borowski_2012,T1,"Borowski, McCurdy & Packard (NASA), 'Nuclear Thermal Propulsion (NTP): A proven growth technology for human NEO/Mars exploration' — IEEE Aerospace | NTRS citation 20120003776 served the PDF directly (verified live from this machine)",IEEE Aerospace / NASA NTRS,2012,https://ntrs.nasa.gov/citations/20120003776,"Borowski, McCurdy, Packard (NASA)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","PRIMARY anchor for the Nuclear thermal (LH2, NTP) row of propellants.csv: peer-reviewed statement that 'the NTR can achieve specific impulse values of ~900 seconds or more — twice that of today's best chemical rockets'; DRA 5.0 selected the NTR specifically for Isp ~875-950 s; MCNP core modeling shows an achievable range of ~894-940 s by varying fuel-element length and U-235 loading. Our row's exactly-900-s value sits at the center of that band."
robbins_1991,T2,"Robbins & Finger (NASA Lewis), 'An Historical Perspective of the NERVA Nuclear Rocket Engine Technology Program' — NASA CR-187154 / AIAA-91-3451 | NTRS citation 19910017902 served the PDF directly (verified live from this machine)",NASA Contractor Report / AIAA JPC,1991,https://ntrs.nasa.gov/citations/19910017902,"Robbins, Finger (for NASA Lewis)","full_text_hosted (NTRS direct PDF route verified live; US-government work, public domain)","Historical anchor for the Nuclear thermal row: documents that from 1955-1972 twenty rocket reactors were designed, built and ground tested in the Rover/NERVA programs, with a single flight-baseline engine defined at 75,000 lbf thrust and **825 s specific impulse** — i.e. what was actually demonstrated on the ground vs our row's ~900 s design value (the difference is fuel-temperature growth path)."
schoenman_1992,T2,"Schoenman (NASA Lewis), 'Test experience, 490 N high performance (321 sec Isp) engine' — AIAA-92-3800 | NTRS citation 19920066503 record + abstract verified live from this machine; full text NOT downloadable on NTRS (disseminated=METADATA_ONLY)",AIAA Joint Propulsion Conference / NASA NTRS,1992,https://ntrs.nasa.gov/citations/19920066503,Schoenman (NASA Lewis),"open_not_pulled — NTRS record + full abstract live-verified; no downloadable PDF on NTRS (metadata-only dissemination), and the 1992 JPC proceedings are not freely hosted elsewhere reachable from this machine. The anchor numbers below come verbatim from the peer-reviewed abstract.","Family-level Isp anchor for the UDMH / NTO row of propellants.csv: measured hot-fire performance of a 490-N high-performance hypergolic engine on **NTO/MMH** — nominal specific impulse 309 s at area ratio 44:1 and **321 lbf-s/lbm for the all-welded assembly at area ratio 286:1**. Our row's 318 s (UDMH/NTO) sits just below that MMH value, exactly as expected since UDMH's higher molecular weight lowers Isp slightly vs MMH at equal chamber conditions. Scope note: propellant is NTO/MMH not NTO/UDMH; anchor is abstract-level (no full text), so treat it as a family benchmark rather than an exact-match row anchor."
woodcock_byers_2003,T2,"Woodcock & Byers (SAIC/Gray Research), 'Results of Evaluation of Solar Thermal Propulsion' — NTRS 20030068437, full text downloaded + extracted from this machine",NASA In-Space Propulsion Technology program study / NASA NTRS,2003,https://ntrs.nasa.gov/citations/20030068437,Gordon Woodcock (Gray Research) & Dave Byers (SAIC),"full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain",Primary anchor for the Solar thermal row of propellants.csv: hydrogen heated to 2500-3000 K 'could deliver specific impulse (Isp) in excess of 800 seconds' — our row's ~800 s value is exactly this class; design case Isp estimated at **811 s** assuming a 2800 K absorber-cavity radiation temperature and 2700 K thruster wall. Scope note: evaluation study (no hot-fire data of its own); the >800 s claim rests on nuclear-rocket-program demonstrations plus solar-hornace capability.
boddy_1980,T2,"Boddy (Rockwell Int'l), 'Solar Rocket System Concept Analysis' — AFRPL TR-79-7g final report, NTRS 19800022964, full text downloaded + extracted from this machine",Air Force Rocket Propulsion Laboratory technical report / NASA NTRS,1980 (report covers program through ~1979),https://ntrs.nasa.gov/citations/19800022964,"Jack A. Boddy (Rockwell International, for AFRPL)","full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain","Measured-performance anchor for the Solar thermal row: 'In a test program conducted at the AFRPL, **a specific impulse of 680 seconds was achieved**. The thruster utilized hydrogen as the propellant' — the only MEASURED solar-thermal Isp number in this repo; our ~800 s design value sits above it (design vs demonstrated). Also documents the obtainable range '500 to 1100 seconds ... for representative solar rocket systems', theoretical vacuum-Isp-vs-gas-temperature curves for H2/NH3/CH4/N2H4 at 50 psia, and delivered Isp of 861 lbf-s/lbm for a two-collector sphere/horn/disc configuration with hydrogen at 5000 R."
cuffe_jacobs_1970,T2,"Cuffe & Jacobs (NASA), 'Apollo Spacecraft Engine Specific Impulse' — D2-I17060-1, NTRS 19700026467 full text downloaded + extracted from this machine",NASA MSC technical report / NASA NTRS,1970 (data through May 1968),https://ntrs.nasa.gov/citations/19700026467,"Jeremy P. B. Cuffe & D. B. Jacobs (NASA MSC, Apollo Chief Engineer's office)","full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain","Measurement-methodology + measured-data anchor for the Aerozine-50 / NTO row (and all four Apollo hypergolic engines): documents how vacuum Isp was actually rated for the AJ10-137 SM engine and its injector fleet — e.g. injector #115 mean Isp 312.8 s in one thrust chamber vs 311.4 s in another (chamber-to-chamber spread), Aerojet's allocated AEDC data uncertainty of 0.2 s, and the full bias+random error budgeting per engine. Our row's 320 s is the rated vacuum value; this report shows measured injector-level values cluster ~1-4 s below it, exactly as expected for rated-vs-measured."
boyce_aj10_oral_history,T2,"'Remembering the Giants: Apollo Rocket Propulsion Development' — Clay Boyce (Aerojet) chapter on the AJ10-137, NTRS 20100027319 full text downloaded + extracted from this machine",NASA oral history series / NASA NTRS,2010,https://ntrs.nasa.gov/citations/20100027319,"Clay Boyce (Aerojet, AJ10-137 program engineer)","full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government work, public domain","First-person configuration anchor for the Aerozine-50 / NTO row: 'The general configuration of the SPS engine was 20,000 pounds of thrust, with a chamber pressure of 100 psi and specific impulse (Isp) of **314.5**. The very large nozzle had an area ratio of 62.5:1 ... The propellants were nitrogen tetroxide ... and A-50' — the exact engine behind our row's 'Vac Isp 320 s (Astronautix AJ10-137)' note; also documents the spec that made it famous: 750 s duration or fifty restarts per flight."
spores_2013,T1,"Spores, Masse, Kimbrel & McLean (Aerojet Rocketdyne / Ball Aerospace), 'GPIM AF-M315E Propulsion System'; presented at the 50th AIAA/ASME/SAE/ASEE Joint Propulsion Conference (Cleveland, July 2013) — NTRS 20140012587 full text downloaded + extracted from this machine",AIAA Journal of Propulsion and Power (50th Joint Propulsion Conference),2013,https://ntrs.nasa.gov/citations/20140012587,"Ronald A. Spores, Robert Masse, Scott Kimbrel (Aerojet Rocketdyne); Chris McLean (Ball Aerospace)",full_text_hosted — full PDF downloaded from NTRS and text-extracted on this machine; US-government-funded work hosted by NASA,"EXACT-MATCH anchor for the Green monopropellant row: Table 1 'Thruster Predicted Performance Summary' gives GR-1 (AF-M315E, HAN-based) vacuum Isp = **235 s** — identical to our row's value; measured steady-state data from acceptance hot-fire testing independently yields an estimated maximum steady-state Isp approximating the predicted 235 sec. Also documents the full GPIM flight system (GR-1 0.4-1.1 N / GR-22 8-25 N, catalyst preheat >285 C) — the first on-orbit green-monoprop demonstration."
asakawa_aquarius_onorbit_2024,T1,"Asakawa, Koizumi et al. (JAXA), 'On-orbit Performance of the Water Resistojet Propulsion System AQUARIUS on EQUULEUS'; Trans. Jpn. Soc. Aero. Space Sci., Vol. 67 No. 5, 2024 — open-access PDF downloaded + extracted from this machine",Transactions of the Japan Society for Aeronautical and Space Sciences (J-STAGE),2024,https://www.jstage.jst.go.jp/article/tjsass/67/5/67_18-00039/_article,"Jun Asakawa, Hiroyuki Koizumi et al. (JAXA)",full_text_hosted — open-access PDF downloaded from J-STAGE and text-extracted on this machine; CC BY 4.0 per journal policy,"MEASURED on-orbit anchor for the Water (electrothermal / resistojet) row: first water-resistojet deep-space orbit transfer (EQUULEUS, Artemis-1 CubeSat); cycle-averaged Isp measured **91.1 +/- 1.7 s and 92.0 +/- 1.3 s** in DV1, **89.4 / 91.0 s** in TCM1 at ~6 mN thrust with <14 W input — the low-power end of our row's stated class band (Isp 150-220 s); higher-power water resistojet designs (HYDROS-C, Vigoride-class) reach into that band. Also gives measured CF = 1.53/1.51 and condensation analysis in the nozzle."
komurasaki_aquarius_ground_2018,T1,"Komurasaki, Asakawa et al. (JAXA), 'Fundamental Ground Experiment of a Water Resistojet Propulsion System: AQUARIUS Installed on a 6U CubeSat'; Trans. JSASS Aerospace Tech. Japan Vol. 16 No. 5, pp. 427-431, 2018 — open-access PDF downloaded + extracted from this machine",Trans. JSASS Aerospace Technology of Japan (J-STAGE),2018,https://www.jstage.jst.go.jp/article/tastj/16/5/16_427/_article,"Kimiya Komurasaki, Jun Asakawa et al. (JAXA)",full_text_hosted — open-access PDF downloaded from J-STAGE and text-extracted on this machine; CC BY 4.0 per journal policy,"Ground-test companion to the on-orbit AQUARIUS paper: BBM/EM development of the water resistojet, design point **~2 mN thrust at ~70 s Isp** (low-power CubeSat class); documents evaporation-rate and heat-budget methodology for water as propellant — context anchor showing why our row's 150-220 s band corresponds to higher specific-power designs than the flown AQUARIUS unit."
krishnan_2010_h2o2_rp1_upper_stage,T1,"Krishnan, 'Hydrogen Peroxide / Kerosene, Liquid-Oxygen / Kerosene, and Liquid-Oxygen / Liquid Methane for Upper Stage Propulsion' (AIAA JPC; PDF created 25 Jul 2010)",AIAA/ASME/SAE/ASEE Joint Propulsion Conference proceedings,2010,https://propulsion-skrishnan.com/pdf/Three%20Bipropellants%20for%20Upper%20Stage%20Propulsion.pdf (author-hosted copy; own AIAA paper number not recoverable from text),S. Krishnan (Universiti Teknologi Malaysia),full_text_hosted — PDF downloaded and text-extracted on this machine; hosted at 03_dv_propulsion/full_texts/krishnan_h2o2_rp1_upper_stage_aiaa_jpc_2010.pdf,"PRIMARY anchor for propellants.csv row 'HTP / RP-1 (peroxide biprop)' (our value ~320 s vac, O/F 7:1). Table 3 documents the RD-161P HTP(~97%)/RP-1 engine at Phi=5.9 with vacuum Isp 3128 N-s/kg (~319 s) — near-exact match to our row; also Gamma-2 (H2O2 ~83%/RP-1, Phi 8.23, 2599 N-s/kg ~265 s = the Black Arrow flight value), BA-44/BA-810 at Phi 7.5 (~2941/~2765 N-s/kg). Table 2 gives theoretical max equilibrium Isp for H2O2-RP1 (first column, Phi=7.38) ~3268 N-s/kg (~333 s), bracketing our row from above; paper recommends eta_sI~0.90 for HTP/RP-1 upper-stage engines."
pietrobon_1999_h2o2_kero_shuttle_boosters,T1,"Pietrobon, 'High Density Liquid Rocket Boosters for the Space Shuttle' (H2O2/kerosene LRB study)","Journal of the British Interplanetary Society (JBIS), vol. 52, pp. 163-168",1999,https://www.bris.ac.uk/~pbh/lrb.pdf (author-hosted copy),"Steven S. Pietrobon (Small World Communications, Australia)",full_text_hosted — PDF downloaded and text-extracted on this machine; hosted at 03_dv_propulsion/full_texts/pietrobon_jbis_1999_h2o2_kero_shuttle_boosters.pdf,"SECONDARY anchor for propellants.csv row 'HTP / RP-1 (peroxide biprop)'. Table 1: 98% H2O2/Kero at MR(O:F)=7.30 gives ve=3017 m/s (~308 s), density impulse Id=3940 Ns/l — independent peer-reviewed confirmation of the ~310-320 s class value for our row's O/F~7:1; also shows H2O2/Kero beats LOX/Kero (ve 3305 m/s) on density impulse, which is why peroxide/kerosene was historically chosen."
risha_2014_alice_jpp,T1,Combustion of Frozen Nanoaluminum and Water Mixtures (ALICE),"AIAA Journal of Propulsion and Power, 31(5), doi:10.2514/1.B34783",2014,https://arc.aiaa.org/doi/10.2514/1.B34783 (hosted copy via yang.gatech.edu),"Risha, Connell, Yetter (Penn State); Sundaram, Yang (Georgia Tech)",full_text_hosted,"propellants.csv 'Metal / water (ALICE)' row: ideal Isp 207 s sea-level / 230 s vacuum at P=1000 psia perfect expansion with 74.5 wt% active Al; measured lab-motor combustion efficiency ~69%, Isp efficiency ~64%; brackets our 210 s row from both sides"
pourpoint_2012_alice_feasibility,T1,Feasibility Study and Demonstration of an Aluminum and Ice Solid Propellant (ALICE sounding-rocket flight),"International Journal of Aerospace Engineering, 2012, 874076 (Hindawi/Wiley OA, CC-BY), doi:10.1155/2012/874076",2012,https://onlinelibrary.wiley.com/doi/10.1155/2012/874076 (also docs.lib.purdue.edu/context/perc_articles/article/1009),"Pourpoint, Wood, Pfeil, Tsohas, Son (Purdue University)",open_not_pulled,"propellants.csv 'Metal / water (ALICE)' row: the program's own paper documenting the actual 2009 ALICE sounding-rocket launch referenced in our notes + small-scale static tests; cites prior CEA work giving vacuum Isp >300 s at O/F~1.2, ER=100 (class ceiling above our conservative 210 s)"
